(234, 65, c3)
(235, 54, c3)
(236, 70, c3)
(237, 49, c3)
(238, 35, c3)
(239, 37, c3)
(241, 48, c3)
(242, 39, c3)
(243, 58, c3)
(244, 58, c3)
(245, 60, c3)
(246, 43, c3)
(248, 45, c3)
(247, 62, c3)
(249, 51, c3)
(250, 58, c3)
(252, 58, c3)
(251, 39, c3)
(253, 52, c3)
(254, 63, c3)
(258, 39, c3)
(256, 48, c3)
(257, 37, c3)
(259, 61, c3)
(264, 50, c3)
(260, 42, c3)
(261, 70, c3)
(263, 51, c3)
(265, 39, c3)
(269, 45, c3)
(268, 60, c3)
(270, 43, c3)
(271, 53, c3)
(228, 36, c3)
(262, 38, c3)
(266, 47, c3)
(272, 48, c4)
(273, 49, c4)
(277, 58, c4)
(275, 55, c4)
(276, 24, c4)
(278, 43, c4)
(279, 66, c4)
(283, 56, c4)
(281, 59, c4)
(284, 66, c4)
(286, 42, c4)
(291, 52, c4)
(292, 35, c4)
(287, 46, c4)
(289, 40, c4)
(282, 64, c4)
(290, 43, c4)
(294, 41, c4)
(293, 58, c4)
(288, 38, c4)
(296, 45, c4)
(298, 51, c4)
(300, 36, c4)
(299, 45, c4)
(302, 51, c4)
(303, 59, c4)
(307, 56, c4)
(308, 37, c4)
(305, 42, c4)
(309, 57, c4)
(310, 43, c4)
(311, 50, c4)
(312, 49, c4)
(306, 41, c4)
(316, 42, c4)
(317, 56, c4)
(320, 57, c4)
(321, 34, c4)
(314, 40, c4)
(324, 38, c4)
(327, 49, c4)
(328, 38, c4)
(331, 58, c4)
(333, 33, c4)
(334, 58, c4)
(335, 50, c4)
(337, 31, c4)
(338, 58, c4)
(339, 64, c4)
(340, 40, c4)
(341, 63, c4)
(332, 31, c4)
(343, 64, c4)
(344, 51, c4)
(345, 62, c4)
(346, 54, c4)
(347, 40, c4)
(348, 43, c4)
(349, 41, c4)
(342, 50, c4)
(351, 24, c4)
(352, 58, c4)
(353, 50, c4)
(355, 31, c4)
(350, 39, c4)
(354, 47, c4)
(357, 47, c4)
(356, 54, c4)
(358, 36, c4)
(361, 69, c4)
(362, 49, c4)
(363, 54, c4)
(365, 59, c4)
(366, 36, c4)
(367, 37, c4)
(369, 47, c4)
(370, 62, c5)
(371, 63, c5)
(372, 55, c5)
(373, 49, c5)
(375, 43, c5)
(374, 41, c5)
(376, 61, c5)
(377, 48, c5)
(378, 47, c5)
(382, 40, c5)
(383, 47, c5)
(384, 66, c5)
(385, 31, c5)
(386, 61, c5)
(387, 42, c5)
(388, 38, c5)
(389, 71, c5)
(391, 46, c5)
(392, 57, c5)
(394, 57, c5)
(395, 42, c5)
(396, 62, c5)
(397, 65, c5)
(398, 40, c5)
(401, 66, c5)
(402, 48, c5)
(405, 44, c5)
(407, 54, c5)
(408, 64, c5)
(410, 59, c5)
(411, 47, c5)
(412, 56, c5)
(413, 51, c5)
(416, 70, c5)
(417, 42, c5)
(414, 49, c5)
(419, 53, c5)
(415, 45, c5)
(420, 55, c5)
(424, 36, c5)
(421, 65, c5)
(422, 63, c5)
(425, 44, c5)
(423, 42, c5)
(427, 55, c5)
(429, 55, c5)
(426, 65, c5)
(430, 45, c5)
(432, 55, c5)
(433, 60, c5)
(434, 48, c5)
(435, 48, c5)
(436, 58, c5)
(437, 58, c5)
(439, 71, c5)
(440, 53, c5)
(441, 55, c5)
(442, 42, c5)
(443, 67, c5)
(444, 65, c5)
(379, 47, c5)
(381, 65, c5)
(446, 64, c5)
(447, 40, c5)
(448, 35, c5)
(449, 64, c5)
(450, 43, c5)
(451, 58, c5)
(452, 42, c5)
(454, 49, c5)
(456, 41, c5)
(393, 38, c5)
(404, 41, c5)
