(3, 48, c1)
(62, 48, c1)
(124, 48, c2)
(132, 48, c2)
(134, 48, c2)
(168, 48, c2)
(198, 48, c3)
(203, 48, c3)
(241, 48, c3)
(256, 48, c3)
(272, 48, c4)
(377, 48, c5)
(402, 48, c5)
(434, 48, c5)
(435, 48, c5)
(41, 47, c1)
(100, 47, c2)
(120, 47, c2)
(128, 47, c2)
(161, 47, c2)
(175, 47, c2)
(179, 47, c3)
(221, 47, c3)
(266, 47, c3)
(354, 47, c4)
(357, 47, c4)
(378, 47, c5)
(379, 47, c5)
(383, 47, c5)
(411, 47, c5)
(24, 46, c1)
(31, 46, c1)
(64, 46, c1)
(74, 46, c1)
(188, 46, c3)
(287, 46, c4)
(391, 46, c5)
(38, 45, c1)
(60, 45, c1)
(67, 45, c1)
(91, 45, c2)
(126, 45, c2)
(171, 45, c2)
(184, 45, c3)
(231, 45, c3)
(248, 45, c3)
(296, 45, c4)
(299, 45, c4)
(415, 45, c5)
(430, 45, c5)
(4, 44, c1)
(30, 44, c1)
(54, 44, c1)
(97, 44, c2)
(106, 44, c2)
(130, 44, c2)
(143, 44, c2)
(204, 44, c3)
(215, 44, c3)
(264, 44, c3)
(362, 44, c4)
(405, 44, c5)
(425, 44, c5)
(440, 44, c5)
(9, 43, c1)
(83, 43, c2)
(90, 43, c2)
(96, 43, c2)
(127, 43, c2)
(154, 43, c2)
(156, 43, c2)
(220, 43, c3)
(246, 43, c3)
(278, 43, c4)
(290, 43, c4)
(310, 43, c4)
(348, 43, c4)
(375, 43, c5)
(1, 42, c1)
(15, 42, c1)
(36, 42, c1)
(59, 42, c1)
(148, 42, c2)
(162, 42, c2)
(167, 42, c2)
(200, 42, c3)
(260, 42, c3)
(263, 42, c3)
(270, 42, c3)
(286, 42, c4)
(305, 42, c4)
(316, 42, c4)
(387, 42, c5)
(395, 42, c5)
(417, 42, c5)
(423, 42, c5)
(452, 42, c5)
(65, 41, c1)
(78, 41, c1)
(121, 41, c2)
(139, 41, c2)
(159, 41, c2)
(294, 41, c4)
(306, 41, c4)
(349, 41, c4)
(374, 41, c5)
(404, 41, c5)
(454, 41, c5)
(14, 40, c1)
(55, 40, c1)
(142, 40, c2)
(269, 40, c3)
(289, 40, c4)
(314, 40, c4)
(340, 40, c4)
(347, 40, c4)
(382, 40, c5)
(398, 40, c5)
(213, 39, c3)
(242, 39, c3)
(251, 39, c3)
(258, 39, c3)
(265, 39, c3)
(350, 39, c4)
(456, 39, c5)
(13, 38, c1)
(61, 38, c1)
(71, 38, c1)
(138, 38, c2)
(211, 38, c3)
(262, 38, c3)
(288, 38, c4)
(324, 38, c4)
(328, 38, c4)
(369, 38, c4)
(388, 38, c5)
(393, 38, c5)
(86, 37, c2)
(110, 37, c2)
(189, 37, c3)
(190, 37, c3)
(233, 37, c3)
(239, 37, c3)
(257, 37, c3)
(308, 37, c4)
(18, 36, c1)
(75, 36, c1)
(79, 36, c1)
(80, 36, c1)
(228, 36, c3)
(300, 36, c4)
(358, 36, c4)
(424, 36, c5)
(450, 36, c5)
(35, 35, c1)
(87, 35, c2)
(194, 35, c3)
(238, 35, c3)
(292, 35, c4)
(367, 35, c4)
(442, 35, c5)
(22, 34, c1)
(321, 34, c4)
(366, 34, c4)
(114, 33, c2)
(333, 33, c4)
(447, 33, c5)
(19, 32, c1)
(88, 32, c2)
(131, 32, c2)
(448, 32, c5)
(94, 31, c2)
(98, 31, c2)
(187, 31, c3)
(332, 31, c4)
(337, 31, c4)
(355, 31, c4)
(385, 31, c5)
(163, 30, c2)
(216, 30, c3)
(176, 29, c2)
(20, 27, c1)
(8, 26, c1)
(68, 26, c1)
(133, 25, c2)
(276, 24, c4)
(351, 24, c4)
(158, 21, c2)
(48, 12, c1)
(10, -1, c1)
(11, -1, c1)
(21, -1, c1)
(27, -1, c1)
(29, -1, c1)
(32, -1, c1)
(39, -1, c1)
(44, -1, c1)
(45, -1, c1)
(57, -1, c1)
(66, -1, c1)
(76, -1, c1)
(81, -1, c1)
(85, -1, c2)
(92, -1, c2)
(104, -1, c2)
(109, -1, c2)
(111, -1, c2)
(112, -1, c2)
(118, -1, c2)
(129, -1, c2)
(145, -1, c2)
(149, -1, c2)
(150, -1, c2)
(155, -1, c2)
(160, -1, c2)
(169, -1, c2)
(170, -1, c2)
(173, -1, c2)
(178, -1, c3)
(199, -1, c3)
(207, -1, c3)
(210, -1, c3)
(214, -1, c3)
(217, -1, c3)
(222, -1, c3)
(224, -1, c3)
(225, -1, c3)
(232, -1, c3)
(240, -1, c3)
(255, -1, c3)
(267, -1, c3)
(274, -1, c4)
(280, -1, c4)
(285, -1, c4)
(295, -1, c4)
(297, -1, c4)
(301, -1, c4)
(304, -1, c4)
(313, -1, c4)
(315, -1, c4)
(318, -1, c4)
(319, -1, c4)
(322, -1, c4)
(323, -1, c4)
(325, -1, c4)
(326, -1, c4)
(329, -1, c4)
(330, -1, c4)
(336, -1, c4)
(359, -1, c4)
(360, -1, c4)
(364, -1, c4)
(368, -1, c4)
(380, -1, c5)
(390, -1, c5)
(399, -1, c5)
(400, -1, c5)
(403, -1, c5)
(406, -1, c5)
(409, -1, c5)
(418, -1, c5)
(428, -1, c5)
(431, -1, c5)
(438, -1, c5)
(445, -1, c5)
(453, -1, c5)
(455, -1, c5)
